Department	Vote	App ID	MCOA ID	Description	Appropriation Type	Output Expense Type	Functional Classification	Amount ($000)	Year	Amount_Type_Desc	Periodicity	Current Scope
Controller and Auditor-General	Audit	9202	9202	Controller and Auditor-General - Capital Expenditure	Departmental Capital Expenditure	Permanent Legislative Authority	No Functional Classification	1,152	2012	Estimated Actual	A	This appropriation is limited to the purchase or development of assets by and for the use of the Controller and Auditor-General, as authorised by section 24(1) of the Public Finance Act 1989.
Controller and Auditor-General	Audit	9202	9202	Controller and Auditor-General - Capital Expenditure	Departmental Capital Expenditure	Permanent Legislative Authority	No Functional Classification	4,394	2013	Main Estimates	A	This appropriation is limited to the purchase or development of assets by and for the use of the Controller and Auditor-General, as authorised by section 24(1) of the Public Finance Act 1989.
Ministry of Economic Development	Commerce	52	52	Administration of Part II Tariff Concessions	Departmental Output Expenses		Other Economic	345	2008	Actuals	A	Assessing applications by importers to be exempted from import duties under the tariff concessions policy. 
Ministry of Economic Development	Commerce	52	52	Administration of Part II Tariff Concessions	Departmental Output Expenses		Other Economic	351	2009	Actuals	A	Assessing applications by importers to be exempted from import duties under the tariff concessions policy. 
Ministry of Economic Development	Commerce	52	52	Administration of Part II Tariff Concessions	Departmental Output Expenses		Other Economic	319	2010	Actuals	A	Assessing applications by importers to be exempted from import duties under the tariff concessions policy. 
Ministry of Economic Development	Commerce	52	52	Administration of Part II Tariff Concessions	Departmental Output Expenses		Other Economic	309	2011	Actuals	A	Assessing applications by importers to be exempted from import duties under the tariff concessions policy. 
Ministry of Economic Development	Commerce	52	52	Administration of Part II Tariff Concessions	Departmental Output Expenses		Other Economic	304	2012	Estimated Actual	A	Assessing applications by importers to be exempted from import duties under the tariff concessions policy. 
Ministry of Economic Development	Commerce	52	52	Administration of Part II Tariff Concessions	Departmental Output Expenses		Other Economic	352	2013	Main Estimates	A	Assessing applications by importers to be exempted from import duties under the tariff concessions policy. 
Ministry of Economic Development	Commerce	54	54	Registration and Granting of Intellectual Property Rights	Departmental Output Expenses		Other Economic	11,523	2008	Actuals	A	Administering legislation providing for the protection of intellectual property rights by the granting of patents and plant variety rights, the registration of trademarks and designs.
Ministry of Economic Development	Commerce	54	54	Registration and Granting of Intellectual Property Rights	Departmental Output Expenses		Other Economic	13,072	2009	Actuals	A	Administering legislation providing for the protection of intellectual property rights by the granting of patents and plant variety rights, the registration of trademarks and designs.
Ministry of Economic Development	Commerce	54	54	Registration and Granting of Intellectual Property Rights	Departmental Output Expenses		Other Economic	12,623	2010	Actuals	A	Administering legislation providing for the protection of intellectual property rights by the granting of patents and plant variety rights, the registration of trademarks and designs.
Ministry of Economic Development	Commerce	54	54	Registration and Granting of Intellectual Property Rights	Departmental Output Expenses		Other Economic	13,735	2011	Actuals	A	Administering legislation providing for the protection of intellectual property rights by the granting of patents and plant variety rights, the registration of trademarks and designs.
Ministry of Economic Development	Commerce	54	54	Registration and Granting of Intellectual Property Rights	Departmental Output Expenses		Other Economic	14,655	2012	Estimated Actual	A	Administering legislation providing for the protection of intellectual property rights by the granting of patents and plant variety rights, the registration of trademarks and designs.
Ministry of Economic Development	Commerce	54	54	Registration and Granting of Intellectual Property Rights	Departmental Output Expenses		Other Economic	14,104	2013	Main Estimates	A	Administering legislation providing for the protection of intellectual property rights by the granting of patents and plant variety rights, the registration of trademarks and designs.
Ministry of Economic Development	Commerce	3280	3280	Administration of Insolvencies	Departmental Output Expenses		Law & Order	12,420	2008	Actuals	A	The administration of bankruptcies and liquidations under the Insolvency Act 2006 and the Companies Act 1993 and the management of proceeds of crime orders under the Proceeds of Crime Act 1991.
Ministry of Economic Development	Commerce	3280	3280	Administration of Insolvencies	Departmental Output Expenses		Law & Order	13,568	2009	Actuals	A	The administration of bankruptcies and liquidations under the Insolvency Act 2006 and the Companies Act 1993 and the management of proceeds of crime orders under the Proceeds of Crime Act 1991.
Ministry of Economic Development	Commerce	3280	3280	Administration of Insolvencies	Departmental Output Expenses		Law & Order	14,114	2010	Actuals	A	The administration of bankruptcies and liquidations under the Insolvency Act 2006 and the Companies Act 1993 and the management of proceeds of crime orders under the Proceeds of Crime Act 1991.
Ministry of Economic Development	Commerce	3280	3280	Administration of Insolvencies	Departmental Output Expenses		Law & Order	14,327	2011	Actuals	A	The administration of bankruptcies and liquidations under the Insolvency Act 2006 and the Companies Act 1993 and the management of proceeds of crime orders under the Proceeds of Crime Act 1991.
Ministry of Economic Development	Commerce	3280	3280	Administration of Insolvencies	Departmental Output Expenses		Law & Order	13,750	2012	Estimated Actual	A	The administration of bankruptcies and liquidations under the Insolvency Act 2006 and the Companies Act 1993 and the management of proceeds of crime orders under the Proceeds of Crime Act 1991.
Ministry of Economic Development	Commerce	3280	3280	Administration of Insolvencies	Departmental Output Expenses		Law & Order	13,173	2013	Main Estimates	A	The administration of bankruptcies and liquidations under the Insolvency Act 2006 and the Companies Act 1993 and the management of proceeds of crime orders under the Proceeds of Crime Act 1991.
Ministry of Economic Development	Commerce	5287	5287	Registration and Provision of Statutory Information	Departmental Output Expenses		Core Government Services	18,804	2008	Actuals	A	Registering and provision of documents and information services in respect of all corporate entities, securities over insurance and superannuation schemes and securities over personal property (excluding land).
Ministry of Economic Development	Commerce	5287	5287	Registration and Provision of Statutory Information	Departmental Output Expenses		Core Government Services	22,856	2009	Actuals	A	Registering and provision of documents and information services in respect of all corporate entities, securities over insurance and superannuation schemes and securities over personal property (excluding land).
Ministry of Economic Development	Commerce	5287	5287	Registration and Provision of Statutory Information	Departmental Output Expenses		Core Government Services	21,317	2010	Actuals	A	Registering and provision of documents and information services in respect of all corporate entities, securities over insurance and superannuation schemes and securities over personal property (excluding land).
Ministry of Economic Development	Commerce	5287	5287	Registration and Provision of Statutory Information	Departmental Output Expenses		Core Government Services	22,073	2011	Actuals	A	Registering and provision of documents and information services in respect of all corporate entities, securities over insurance and superannuation schemes and securities over personal property (excluding land).
Ministry of Economic Development	Commerce	5287	5287	Registration and Provision of Statutory Information	Departmental Output Expenses		Core Government Services	21,834	2012	Estimated Actual	A	Registering and provision of documents and information services in respect of all corporate entities, securities over insurance and superannuation schemes and securities over personal property (excluding land).
Ministry of Economic Development	Commerce	5287	5287	Registration and Provision of Statutory Information	Departmental Output Expenses		Core Government Services	23,396	2013	Main Estimates	A	Registering and provision of documents and information services in respect of all corporate entities, securities over insurance and superannuation schemes and securities over personal property (excluding land).
Ministry of Economic Development	Commerce	8928	8930	Policy and Purchase Advice - Business Law and Competition Policy	Departmental Output Expenses		Other Economic	13,719	2008	Actuals	A	This appropriation is limited to policy advice and ministerial servicing in relation to international negotiating expertise on the financial sector legal frameworks; competition law policy and corporate governance policy; intellectual property rights; standards and conformance issues and technical barriers to trade; trade remedies, tariffs, rules of origin, and other border issues; quality of regulatory policy, including the regulatory impact analysis regime; and monitoring of Crown entities and statutory boards.
Ministry of Economic Development	Commerce	8929	8930	Administration of Trade Remedies	Departmental Output Expenses		Other Economic	957	2008	Actuals	A	This appropriation is limited to investigative services including ministerial servicing to establish whether New Zealand industries require remedies to prevent injury caused by dumped or subsidised imports or sudden import surges.
Ministry of Economic Development	Commerce	8928	8930	Policy and Purchase Advice - Business Law and Competition Policy	Departmental Output Expenses		Other Economic	14,653	2009	Actuals	A	This appropriation is limited to policy advice and ministerial servicing in relation to international negotiating expertise on the financial sector legal frameworks; competition law policy and corporate governance policy; intellectual property rights; standards and conformance issues and technical barriers to trade; trade remedies, tariffs, rules of origin, and other border issues; quality of regulatory policy, including the regulatory impact analysis regime; and monitoring of Crown entities and statutory boards.
Ministry of Economic Development	Commerce	8929	8930	Administration of Trade Remedies	Departmental Output Expenses		Other Economic	1,096	2009	Actuals	A	This appropriation is limited to investigative services including ministerial servicing to establish whether New Zealand industries require remedies to prevent injury caused by dumped or subsidised imports or sudden import surges.
Ministry of Economic Development	Commerce	8928	8930	Policy and Purchase Advice - Business Law and Competition Policy	Departmental Output Expenses		Other Economic	12,211	2010	Actuals	A	This appropriation is limited to policy advice and ministerial servicing in relation to international negotiating expertise on the financial sector legal frameworks; competition law policy and corporate governance policy; intellectual property rights; standards and conformance issues and technical barriers to trade; trade remedies, tariffs, rules of origin, and other border issues; quality of regulatory policy, including the regulatory impact analysis regime; and monitoring of Crown entities and statutory boards.
Ministry of Economic Development	Commerce	8929	8930	Administration of Trade Remedies	Departmental Output Expenses		Other Economic	977	2010	Actuals	A	This appropriation is limited to investigative services including ministerial servicing to establish whether New Zealand industries require remedies to prevent injury caused by dumped or subsidised imports or sudden import surges.
Ministry of Economic Development	Commerce	8928	8930	Policy and Purchase Advice - Business Law and Competition Policy	Departmental Output Expenses		Other Economic	11,876	2011	Actuals	A	This appropriation is limited to policy advice and ministerial servicing in relation to international negotiating expertise on the financial sector legal frameworks; competition law policy and corporate governance policy; intellectual property rights; standards and conformance issues and technical barriers to trade; trade remedies, tariffs, rules of origin, and other border issues; quality of regulatory policy, including the regulatory impact analysis regime; and monitoring of Crown entities and statutory boards.
Ministry of Economic Development	Commerce	8929	8930	Administration of Trade Remedies	Departmental Output Expenses		Other Economic	1,010	2011	Actuals	A	This appropriation is limited to investigative services including ministerial servicing to establish whether New Zealand industries require remedies to prevent injury caused by dumped or subsidised imports or sudden import surges.
Ministry of Economic Development	Commerce	8929	8930	Administration of Trade Remedies	Departmental Output Expenses		Other Economic	1,021	2012	Estimated Actual	A	This appropriation is limited to investigative services including ministerial servicing to establish whether New Zealand industries require remedies to prevent injury caused by dumped or subsidised imports or sudden import surges.
Ministry of Economic Development	Commerce	8928	8930	Policy and Purchase Advice - Business Law and Competition Policy	Departmental Output Expenses		Other Economic	10,386	2012	Estimated Actual	A	This appropriation is limited to policy advice and ministerial servicing in relation to international negotiating expertise on the financial sector legal frameworks; competition law policy and corporate governance policy; intellectual property rights; standards and conformance issues and technical barriers to trade; trade remedies, tariffs, rules of origin, and other border issues; quality of regulatory policy, including the regulatory impact analysis regime; and monitoring of Crown entities and statutory boards.
Ministry of Economic Development	Commerce	8929	8930	Administration of Trade Remedies	Departmental Output Expenses		Other Economic	1,084	2013	Main Estimates	A	This appropriation is limited to investigative services including ministerial servicing to establish whether New Zealand industries require remedies to prevent injury caused by dumped or subsidised imports or sudden import surges.
Ministry of Economic Development	Commerce	10351	10351	Policy Advice – Business Law and Competition Policy	Departmental Output Expenses		Other Economic	7,726	2013	Main Estimates	A	This appropriation is limited to the provision of advice (including second opinion advice and contributions to policy advice led by other agencies) to support decision-making by Ministers on government policy matters.
Ministry of Economic Development	Commerce	10352	10352	Business Law and Competition Operational Policy, Ministerial Servicing and Crown Entity Monitoring	Departmental Output Expenses		Other Economic	2,092	2013	Main Estimates	A	This appropriation is limited to the development of operational policies in relation to financial sector legal frameworks, competition law and corporate governance, intellectual property, technical barriers to trade, trade rules remedies and tariffs, rules of origin, and other border issues, services to support the Minister, monitoring the performance and compliance of Crown Entities, and providing support and monitoring of statutory bodies.
Ministry of Economic Development	Commerce	1474	1474	Performance of Securities Market Functions	Non-Departmental Output Expenses		Other Economic	6,501	2008	Actuals	A	This appropriation is limited to the performance of statutory functions by the Securities Commission in its role as New Zealand's main regulator of investments and securities.
Ministry of Economic Development	Commerce	1474	1474	Performance of Securities Market Functions	Non-Departmental Output Expenses		Other Economic	7,301	2009	Actuals	A	This appropriation is limited to the performance of statutory functions by the Securities Commission in its role as New Zealand's main regulator of investments and securities.
Ministry of Economic Development	Commerce	1474	1474	Performance of Securities Market Functions	Non-Departmental Output Expenses		Other Economic	10,421	2010	Actuals	A	This appropriation is limited to the performance of statutory functions by the Securities Commission in its role as New Zealand's main regulator of investments and securities.
Ministry of Economic Development	Commerce	1474	1474	Performance of Securities Market Functions	Non-Departmental Output Expenses		Other Economic	4,876	2011	Actuals	A	This appropriation is limited to the performance of statutory functions by the Securities Commission in its role as New Zealand's main regulator of investments and securities.
Ministry of Economic Development	Commerce	1475	1475	Approval and Review of Financial Reporting Standards	Non-Departmental Output Expenses		Other Economic	1,205	2008	Actuals	A	This appropriation is limited to improvements to financial reporting standards.
Ministry of Economic Development	Commerce	1475	1475	Approval and Review of Financial Reporting Standards	Non-Departmental Output Expenses		Other Economic	1,125	2009	Actuals	A	This appropriation is limited to improvements to financial reporting standards.
Ministry of Economic Development	Commerce	1475	1475	Approval and Review of Financial Reporting Standards	Non-Departmental Output Expenses		Other Economic	1,125	2010	Actuals	A	This appropriation is limited to improvements to financial reporting standards.
Ministry of Economic Development	Commerce	1478	1478	Administration of the Takeovers Code	Non-Departmental Output Expenses		Other Economic	1,444	2008	Actuals	A	The performance of statutory functions by the Takeovers Panel as specified in the Takeovers Act 1993.
Ministry of Economic Development	Commerce	1478	1478	Administration of the Takeovers Code	Non-Departmental Output Expenses		Other Economic	1,494	2009	Actuals	A	The performance of statutory functions by the Takeovers Panel as specified in the Takeovers Act 1993.
Ministry of Economic Development	Commerce	1478	1478	Administration of the Takeovers Code	Non-Departmental Output Expenses		Other Economic	1,494	2010	Actuals	A	The performance of statutory functions by the Takeovers Panel as specified in the Takeovers Act 1993.
Ministry of Economic Development	Commerce	1478	1478	Administration of the Takeovers Code	Non-Departmental Output Expenses		Other Economic	1,494	2011	Actuals	A	The performance of statutory functions by the Takeovers Panel as specified in the Takeovers Act 1993.
Ministry of Economic Development	Commerce	1478	1478	Administration of the Takeovers Code	Non-Departmental Output Expenses		Other Economic	1,494	2012	Estimated Actual	A	The performance of statutory functions by the Takeovers Panel as specified in the Takeovers Act 1993.
Ministry of Economic Development	Commerce	1478	1478	Administration of the Takeovers Code	Non-Departmental Output Expenses		Other Economic	1,494	2013	Main Estimates	A	The performance of statutory functions by the Takeovers Panel as specified in the Takeovers Act 1993.
Ministry of Economic Development	Commerce	5354	5354	Enforcement of General Market Regulation	Non-Departmental Output Expenses		Other Economic	15,079	2008	Actuals	A	This appropriation is limited to the promotion of fair trading and competitive markets through the administration, enforcement and adjudication activities of the Commerce Commission, and the internal costs of major litigation undertaken by the Commerce Commission in relation to all of its statutory functions.
Ministry of Economic Development	Commerce	5354	5354	Enforcement of General Market Regulation	Non-Departmental Output Expenses		Other Economic	16,796	2009	Actuals	A	This appropriation is limited to the promotion of fair trading and competitive markets through the administration, enforcement and adjudication activities of the Commerce Commission, and the internal costs of major litigation undertaken by the Commerce Commission in relation to all of its statutory functions.
Ministry of Economic Development	Commerce	5354	5354	Enforcement of General Market Regulation	Non-Departmental Output Expenses		Other Economic	16,435	2010	Actuals	A	This appropriation is limited to the promotion of fair trading and competitive markets through the administration, enforcement and adjudication activities of the Commerce Commission, and the internal costs of major litigation undertaken by the Commerce Commission in relation to all of its statutory functions.
Ministry of Economic Development	Commerce	5354	5354	Enforcement of General Market Regulation	Non-Departmental Output Expenses		Other Economic	16,435	2011	Actuals	A	This appropriation is limited to the promotion of fair trading and competitive markets through the administration, enforcement and adjudication activities of the Commerce Commission, and the internal costs of major litigation undertaken by the Commerce Commission in relation to all of its statutory functions.
Ministry of Economic Development	Commerce	5354	5354	Enforcement of General Market Regulation	Non-Departmental Output Expenses		Other Economic	18,073	2012	Estimated Actual	A	This appropriation is limited to the promotion of fair trading and competitive markets through the administration, enforcement and adjudication activities of the Commerce Commission, and the internal costs of major litigation undertaken by the Commerce Commission in relation to all of its statutory functions.
Ministry of Economic Development	Commerce	5354	5354	Enforcement of General Market Regulation	Non-Departmental Output Expenses		Other Economic	16,435	2013	Main Estimates	A	This appropriation is limited to the promotion of fair trading and competitive markets through the administration, enforcement and adjudication activities of the Commerce Commission, and the internal costs of major litigation undertaken by the Commerce Commission in relation to all of its statutory functions.
Ministry of Economic Development	Commerce	7667	7667	Enforcement of Dairy Sector Regulation	Non-Departmental Output Expenses		Core Government Services	905	2008	Actuals	A	Commerce Commission funding for dispute resolution relating to and enforcement of the Dairy Industry Restructuring Act 2001 and related regulations. 
Ministry of Economic Development	Commerce	7667	7667	Enforcement of Dairy Sector Regulation	Non-Departmental Output Expenses		Core Government Services	485	2010	Actuals	A	Commerce Commission funding for dispute resolution relating to and enforcement of the Dairy Industry Restructuring Act 2001 and related regulations. 
Ministry of Economic Development	Commerce	7667	7667	Enforcement of Dairy Sector Regulation	Non-Departmental Output Expenses		Core Government Services	436	2011	Actuals	A	Commerce Commission funding for dispute resolution relating to and enforcement of the Dairy Industry Restructuring Act 2001 and related regulations. 
Ministry of Economic Development	Commerce	7667	7667	Enforcement of Dairy Sector Regulation	Non-Departmental Output Expenses		Core Government Services	205	2012	Estimated Actual	A	Commerce Commission funding for dispute resolution relating to and enforcement of the Dairy Industry Restructuring Act 2001 and related regulations. 
Ministry of Economic Development	Commerce	8625	8625	Statutory Management - CH Finance Limited and Others - Payment of Statutory Managers	Non-Departmental Output Expenses	Permanent Legislative Authority	Other Economic	75	2008	Actuals	A	This is a Permanent Legislative Authority to provide statutory management within the scope of section 63(3) of the Corporations (Investigation and Management) Act 1989.
Ministry of Economic Development	Commerce	9561	9561	Regulation of Electricity Lines Businesses	Non-Departmental Output Expenses		Other Economic	2,762	2010	Actuals	A	This appropriation is limited to the regulation of electricity lines businesses and Transpower under Part 4 of the Commerce Act 1986 and residual administration of the repealed Part 4A of the Commerce Act 1986.
Ministry of Economic Development	Commerce	9561	9561	Regulation of Electricity Lines Businesses	Non-Departmental Output Expenses		Other Economic	3,188	2011	Actuals	A	This appropriation is limited to the regulation of electricity lines businesses and Transpower under Part 4 of the Commerce Act 1986 and residual administration of the repealed Part 4A of the Commerce Act 1986.
Ministry of Economic Development	Commerce	9561	9561	Regulation of Electricity Lines Businesses	Non-Departmental Output Expenses		Other Economic	5,060	2012	Estimated Actual	A	This appropriation is limited to the regulation of electricity lines businesses and Transpower under Part 4 of the Commerce Act 1986 and residual administration of the repealed Part 4A of the Commerce Act 1986.
Ministry of Economic Development	Commerce	9561	9561	Regulation of Electricity Lines Businesses	Non-Departmental Output Expenses		Other Economic	5,744	2013	Main Estimates	A	This appropriation is limited to the regulation of electricity lines businesses and Transpower under Part 4 of the Commerce Act 1986 and residual administration of the repealed Part 4A of the Commerce Act 1986.
